id,descripcion,hashtags,categoria,categoria_generadora,categoria_secundaria,es_ambiguo,tipo_post,nivel_ruido,etiqueta_ruidosa,entidades
4007,"mini update: jugando al GTA escuchando Spotify hasta que se fue el lag. No encaja perfecto en una sola categoria, porque mezcla videojuegos, musica y un poco de vida real. god estoy living",,videojuegos,videojuegos,musica,True,long,medio,False,Spotify | GTA
4008,"fifa aparecio en el plan: ranked con lag justo al final, despues de una semana eterna, mando incluido; tambien directo que suena mejor de lo esperado 😂",,videojuegos,videojuegos,musica,True,medium,bajo,False,FIFA
4009,Aitana estoy living,,musica,musica,,False,micro,medio,False,Aitana
4010,"domingo raro y boss facil hasta que deja de serlo. Entre playlist, mensajes sin responder y Fortnite, el plan quedo raro pero literalmente obsesionado 🚗",#lunes #gg,videojuegos,videojuegos,,False,long,alto,False,Fortnite
4011,"mini update: jugando al fortnite escuchando aitana hasta que se fue el lag, sin planear demasiado",#festival #fifa,videojuegos,videojuegos,musica,True,medium,medio,False,Fortnite | Aitana | FIFA
4012,literalmente al partido en ferrari me renta demasiado no puedo mas 🍜,#Workout #Racing #Padel,coches,coches,deporte,True,micro,bajo,False,Ferrari
4013,"si esto no es felicidad entonces nada ruta larga con el Ferrari, maleta atras y cero ganas de llegar, sin planear demasiado me renta demasiado 🌊",#cars#update,coches,coches,viajes,True,medium,medio,False,Ferrari
4014,,,videojuegos,videojuegos,,False,outlier,alto,False,
4015,baño rapido antes de comer en valencia con camara,#atardecer #sinfiltros,playa,playa,,False,short,bajo,False,
4016,"tren perdido por mirar el movil, no pido mas ✨",,viajes,viajes,,False,micro,bajo,False,
4017,"interior limpio por primera vez en meses cerca de Asturias. en modo desconectar, Tesla de fondo y 😂",#carlife,coches,coches,,False,medium,alto,False,Tesla
4018,"playlist para conducir sin hablar cerca de amsterdam. despues de una semana eterna, taylor swift de fondo y me renta demasiado modo chill",#top #concierto #temazo,musica,musica,,False,medium,bajo,False,Taylor Swift | Amsterdam
4019,"atardecer en el paseo maritimo cerca de Londres. en plan tranquilo, Cádiz de fondo y random pero necesario",#Playa,playa,playa,,False,medium,bajo,False,Cádiz
4020,"Nike aparecio en el plan: pala nueva para el padel, sin planear demasiado, botella incluido xd",#running,deporte,deporte,,False,medium,bajo,False,Nike
4021,"comida sencilla despues del gimnasio cerca de tenerife. despues de una semana eterna, adidas de fondo y que locura; tambien curvas suaves con musica de fondo 🔥",#random #gym,deporte,deporte,coches,True,medium,alto,False,Tenerife | Adidas
4022,"plan improvisado: paseo por calas de Bilbao despues de perder el bus del hotel, en modo desconectar muy de hoy no puedo mas 🐱",#mood #wanderlust,viajes,viajes,playa,True,medium,bajo,False,
4023,"Maspalomas y camara, me renta demasiado 🚗",,playa,playa,,False,micro,bajo,False,Maspalomas
4024,"no puedo mas me desperte pensando en esto: brisa salada y cero prisa, ns q decir jaja 🎸!!!",#calas#mar,playa,playa,,False,short,alto,False,
4025,"despues de mil vueltas, proteina, cafe y receta random antes de salir a correr. No encaja perfecto en una sola categoria, porque mezcla deporte, cocina y un poco de vida real. no pido mas 💀",#gym #partido #domingo,deporte,deporte,cocina,True,long,alto,False,
4026,"tortilla y cuchillo, me renta demasiado",,cocina,cocina,,False,micro,bajo,False,tortilla
4027,BMW: lavado rapido antes de salir y random pero necesario ✈️,#roadtrip,coches,coches,,False,short,medio,False,BMW
4028,vibe de hoy: pala nueva para el padel; luego con una playlist random de fondo y acabamos hablando de Champions,#fitness,deporte,deporte,,False,medium,bajo,False,Champions
4029,naadie me preparo para pala JAJA,#running,deporte,deporte,,False,short,medio,False,
4030,"no puedo mas plan improvisado: gasolina carisiima pero habia ganas. Entre peaje, mensajes sin responder y BMW, el plan quedo raro pero asi si 😂 jajaja",#carlife,coches,coches,,False,long,alto,False,BMW
4031,en bucle no se como explicar esto pero pachanga despues de clase despues de una seamna eterna,#running #hoy,deporte,deporte,,False,short,alto,False,
4032,,#Cena #Mood #Cocina,cocina,cocina,,False,short,medio,False,
4033,"paella y pan, bro esto esta increible",#Cocina,cocina,cocina,,False,micro,medio,False,paella
4034,perdido por Paris siguiendo una cancion de Quevedo bro esto esta increible,#Escapada#Concierto#Urbano,viajes,viajes,musica,True,short,bajo,False,Quevedo | Paris
4035,"parada tecnica en mitad del viaje, me renta demasiado",#roadtrip,coches,coches,,False,micro,alto,False,
4036,toalla tirada en cualquier sitio en Paris con helado 🍜,#calas #sol,playa,playa,,False,short,medio,False,Paris
4037,interior limpio por primera vez en meses en malaga con llaves,#drive,coches,coches,,False,short,bajo,False,
4038,"full jugando al valorant escuchando taylor swift hasta que se fue el lag, con una playlist random de fondo ⚽",#Spotify,musica,musica,videojuegos,True,medium,alto,False,Taylor Swift | Valorant | Spotify
4039,"escapada a Amsterdam con bano rapido, hotel lejos y caminata por la costa. No encaja perfecto en una sola categoria, porque mezcla playa, viajes y un poco de vida real. me renta demasiado",#domingo #atardecer #costa,playa,playa,viajes,True,long,bajo,False,Amsterdam
4040,"Fortnite aparecio en el plan: mision secundaria mas interesante que la principal, entre risas y cero cobertura, silla incluido",#Setup #Gaming,videojuegos,videojuegos,,False,medium,medio,False,Fortnite
4041,literal viaje de finde para ver atardecer junto al mar en Gran Canaria,#Atardecer,playa,playa,viajes,True,short,bajo,False,
4042,baño rapido mientras el perro vigilaba la toalla literalmente obsesionado,#mar,animales,animales,playa,True,short,bajo,False,
4043,vibe de hoy: boss facil hasta que deja de serlo; luego mientras cae la tarde y acabamos hablanddo de FIFA full,#GTA,videojuegos,videojuegos,,False,medium,medio,False,FIFA | GTA
4044,plan improvisado: boss facil hasta que deja de serlo; luego con el movil sin bateria y acabamos hablando de valorant no puedo mas 🌊,#Random #Gaming #Gamer,videojuegos,videojuegos,,False,medium,medio,False,Valorant
4045,mini update: taper para mañana si sobrevive sin filtros y con prisa estoy living,#Cocina,cocina,cocina,,False,short,bajo,False,
4046,"receta vista en tiktok y cero medidas en madrid; habia aceite, algo de prisa y paella saliendo en la conversacion. despues de una semana eterna, bastante real todo",#Cena #Planazo,cocina,cocina,,False,long,medio,False,Madrid | paella
4047,"pachanga despues de clase en barcelona; habia mochila, algo de prisa y nike saliendo en la conversacion. mientras cae la tarde, bastante real todo; tambien playlist para conducir sin hablar",#workout #temazo #entreno #domingo,deporte,deporte,musica,True,long,bajo,False,Nike
4048,"nadie me preparo para mesa compartida despues de caminar en Álava con tomate. Primero parecia un plan normal, luego con una playlist random de fondo y acabamos diciendo que bro esto esta increible jajaja",#receta,cocina,cocina,,False,long,bajo,False,
4049,Xbox: partida rapida que acabo en tres horas y muy de hoy que fantasía,#gg #gaming,videojuegos,videojuegos,,False,short,bajo,False,Xbox
4050,full me desperte pensando en esto: escapada improvisada con correa que locra,#doglife #perros,animales,animales,viajes,True,micro,alto,False,
4051,no se como explicar esto pero paseo por la costa 🍜...,#Domingo,playa,playa,,False,short,medio,False,
4052,me desperte pensando en esto: parque nuevo descubierto de casualidad; luego mientras cae la tarde y acabammos hablando de toby 🏁,#Chill,animales,animales,,False,medium,alto,False,parque | Toby
4053,"paella aparecio en el plan: restaurante pequeño encontrado de casualidad, sin filtros y con prisa, cuchillo incluido ✨",#casero,cocina,cocina,,False,medium,bajo,False,paella
4054,"vibe de hoy: directo que suena mejor de lo esperado. entre auriculares, mensajes sin responder y taylor swift, el plan quedo raro pero no pido mas",#mood,deporte,musica,,False,long,bajo,True,Taylor Swift
4055,"literalmente baño rapido, toalla mojada y temazo de bad bunny, sin planear demasiado no pido mas no puedo mas 💀",#Hoy #Spotify,musica,musica,playa,True,medium,alto,False,Bad Bunny | Spotify
4056,vibe de hoy: noche!!!,#Setup,videojuegos,videojuegos,musica,True,micro,medio,False,
4057,probando sushi en malaga despues de caminar sin rumbo ns q decir jaja 🍣!!!,#Turismo#Cena#Setup#Vibes,viajes,viajes,cocina,True,short,alto,False,sushi
4058,domingo raro y brisa salada JAJA,#playa #calas,playa,playa,,False,short,alto,False,
4059,"me desperte pensando en esto: entreno con Spotify en los auriculares y cero energia al final, con ganas de repetir bro esto esta increible",#concierto #gym,musica,musica,deporte,True,medium,medio,False,Spotify
4060,nadie me preparo para no se,#wanderlust#cocina,viajes,viajes,cocina,True,long,medio,False,
4061,literalmente probando Dabiz Muñoz en Roma despues de caminar sin rumbo asi si,#travel #wanderlust,viajes,viajes,cocina,True,short,bajo,False,Dabiz Muñoz | Roma
4062,hoy tocaba guitarra desafinada y aun asi mood en modo desconectar,,musica,musica,,False,short,bajo,False,
4063,"hotel sencillo pero bien ubicado cerca de Berlin. con ganas de repetir, Paris de fondo y me renta demasiado",#turismo,viajes,viajes,,False,medium,bajo,False,Berlin | Paris
4064,me desperte pensando en esto: hotel que acepta mascotas y paseo eterno por Tarifa 🧳,,animales,animales,viajes,True,short,bajo,False,Tarifa
4065,hoy tocaba atardecer en la costa y playlist de Anuel en bucle,#atardecer #verano #chill,musica,musica,playa,True,short,bajo,False,Anuel
4066,vibe de hoy: ruta por Valencia buscando donde comer algo decente literalmente obsesionado,#travel,cocina,cocina,viajes,True,micro,bajo,False,
4067,"mini update: tren a bilbao, auriculares puestos y playlist eterna, sin filtros y con prisa literalmente obsesionado",#live #spotify #roadtrip,viajes,viajes,musica,True,medium,medio,False,Spotify
4068,plan improvisado: zapatillas en el maletero y plan de ultima hora literalmente obsesionado en bucle,#RoadTrip #Cars #Futbol,coches,coches,deporte,True,short,bajo,False,
4069,"hoy tocaba paseo por la costa, top; tambien mapa abierto y cero orientacion",,playa,playa,viajes,True,short,medio,False,
4070,"caminata eterna por el centro cerca de Gran Canaria. en plan tranquilo, Tokio de fondo y me renta demasiado no puedo mas 🔥",#Vibes,viajes,viajes,,False,medium,medio,False,Tokio
4071,mapa abierto y cero orientacion en malaga con coche 🎮,#Friends,viajes,viajes,,False,short,medio,False,
4072,nadie me preparo para viaje corto y cena de sushi en un sitio que nadie conocia no pido mas,#Cena #Cocina #Travel,cocina,cocina,viajes,True,short,bajo,False,sushi
4073,"plan improvisado: al partido en porsche, aparcando lejos como siempre me renta demasiado ☀️ jajaja",#roadtrip #partido #carlife #futbol,deporte,deporte,coches,True,short,medio,False,Porsche
4074,"me desperte pensando en esto: hotel que acepta mascotas y paseo eterno por Valencia. No encaja perfecto en una sola categoria, porque mezcla viajes, animales y un poco de vida real. no pido mas JAJA 😂",#Viajes #Perros,viajes,viajes,animales,True,long,bajo,False,
4075,"modo carrera mientras suena musica de fondo, literalmente obsesionado",#Setup,videojuegos,videojuegos,,False,micro,bajo,False,
4076,mini update: perro mirando la comida con demasiada fe en Valencia con pelota; mientras cae la tarde y random pero necesario,#paseo,animales,animales,,False,medium,bajo,False,
4077,"no se como explicar esto pero viaje en coche por la costa, gps perdido y cafe de gasolinera literalmente obsesionado ✈️",#cars #racing #wanderlust #sinfiltros,viajes,viajes,coches,True,short,alto,False,
4078,domingo raro y jugando al twitch escuchando bad bunny hasta que se fue el lag 🍜,,videojuegos,videojuegos,musica,True,short,medio,False,Bad Bunny | Twitch
4079,"despues de mil vueltas, jugando al PlayStation escuchando Taylor Swift hasta que se fue el lag que locura",#Gaming,videojuegos,videojuegos,musica,True,short,bajo,False,Taylor Swift | PlayStation
4080,me desperte pensando en esto: altavoz pequeño haciendo milagros sin filtros y con prisa!!!,#pop,musica,musica,,False,short,bajo,False,
4081,festival con demasiada gente en Asturias con entrada jajaja,#Vibes #Festival #Musica,musica,musica,,False,short,bajo,False,
4082,"me desperte pensando en esto: stream de Valorant con playlist de Spotify y chat imposible. No encaja perfecto en una sola categoria, porque mezcla videojuegos, musica y un poco de vida real. muy de hoy 🎧",#FIFA #Gaming #Festival,videojuegos,videojuegos,musica,True,long,medio,False,Valorant | Spotify | FIFA
4083,Formentera: calas pequeñas sin cobertura y literalmente obsesionado,,playa,playa,,False,short,bajo,False,Formentera
4084,no se como explicar esto pero chiringuito lleno pero la musica estaba increible god,#concierto,playa,playa,musica,True,micro,bajo,False,
4085,tren perdido por mirar el movil; luego despues de una semana eterna y acabamos hablando de ibiza estoy living 🍜,#wanderlust #roadtrip #mood,viajes,viajes,,False,medium,alto,False,Ibiza
4086,"hoy tocaba escapada express con maleta pequeña, ns q decir JAJA; tambien siesta compartida despues de comer 🐱",#catlife #aventura #paseo #friends,viajes,viajes,animales,True,short,medio,False,
4087,"hoy tocaba hotel que acepta mascotas y paseo eterno por Roma, sin filtros y con prisa",#Perros #Viajes,animales,animales,viajes,True,medium,bajo,False,Roma
4088,vibe de hoy: luna bro 🕹️...,#life #paseo,animales,animales,,False,micro,bajo,False,Luna
4089,mapa abierto y cero orientacion en Alicante con auriculares,,viajes,viajes,,False,short,bajo,False,
4090,domingo raro y viaje de finde para ver atardecer junto al mar en nueva york god,#sol,playa,playa,viajes,True,short,medio,False,
4091,curvas suaves con musca de fondo en valencia con maleta,,coches,coches,,False,short,medio,False,
4092,literalmente baño rapido antes de comer con ganas de repetir JAJA xd,#mar #sinfiltros,playa,playa,,False,short,medio,False,
4093,si esto no es felicidad entonces nada mapa abierto y cero orientacion sin planear demasiado,#Wanderlust,viajes,viajes,,False,short,bajo,False,
4094,"despues de mil vueltas, directo que suena mejor de lo esperado",,musica,musica,,False,short,bajo,False,
4095,que fantasía rosalia: altavoz pequeño haciendo JAJA,#urbano,musica,musica,,False,short,alto,False,Rosalia
4096,Berlin: road trip sin ruta cerrada y asi si 🎸,#domingo #turismo,viajes,viajes,,False,short,bajo,False,Berlin
4097,"si esto no es felicidad entonces nada peaje, lulvia y vistas brutales desde el coche camino a Sevilla top me renta 🕹️...",#fyp #life #drive,coches,coches,viajes,True,short,medio,False,
4098,Maspalomas: tarde de chiringuito y bro esto esta increible; tambien playlist para conducir sin hablar,#sol #life #playa #pop,playa,playa,musica,True,short,medio,False,Maspalomas
4099,"me desperte pensando en esto: noche de mando, Discord y tema nuevo de Aitana que locura",#temazo,musica,musica,videojuegos,True,short,bajo,False,Aitana
4100,"playlist para conducir sin hablar cerca de sevilla. sin filtros y con prisa, quevedo de fondo y god",#Vibes#Pop,musica,musica,,False,medium,medio,False,Quevedo
4101,"plan improvisado: paseo por calas de Barcelona despues de perder el bus del hotel. No encaja perfecto en una sola categoria, porque mezcla playa, viajes y un poco de vida real. ns q decir JAJA se tenia que decir",#Mood #Verano #Sol,playa,playa,viajes,True,long,alto,False,
4102,"mini update: atardecer en la costa y playlist de Rosalia en bucle, en modo desconectar literalmente obsesionado!!!",#Verano #Live,playa,playa,musica,True,medium,bajo,False,Rosalia
4103,partido sufrido hasta el ultimo mnuto en Barcelona con arroz,,deporte,deporte,,False,short,bajo,False,
4104,me desperte pensando en esto: receta vista en TikTok y cero medidas en modo desconectar,#Sabor #Vibes,cocina,cocina,,False,short,bajo,False,
4105,naie me preparo para JAJA,#hoy #cena,cocina,cocina,,False,short,medio,False,
4106,"literalmente peaje, lluvia y vistas brutales desde el coche camino a valencia, con gente buena ns q decir jaja...",#fyp #carlife,coches,coches,viajes,True,medium,bajo,False,
4107,"en bucle mini update: gym, playlist intensa y camiseta del Nike que locura",#Update #Partido #Concierto,musica,musica,deporte,True,short,medio,False,Nike
4108,domingo raro y gato durmiendo encima del teclado mientras cae la tarde bro 🏁 jajaja,#Adopta,animales,animales,,False,short,medio,False,
4109,"paseo por calas de Madrid despues de perder el bus del hotel, en modo desconectar que locura me renta",#Wanderlust #Playa #Viajes #Vibes,viajes,viajes,playa,True,medium,bajo,False,Madrid
4110,"en bucle calas pequenas sin cobertura cerca de berlin. sin filtros y con prisa, formentera de fonddo y asi si ☀️...",#Sol,playa,playa,,False,medium,alto,False,Formentera | Berlin
4111,,,playa,playa,,False,outlier,alto,False,
4112,"hoy tocaba atardecer en la costa y playlist de Aitana en bucle, y bueno",#Festival,playa,playa,musica,True,medium,medio,False,Aitana
4113,micro en vizcaya. god,#spotify #live,musica,musica,,False,micro,medio,False,Spotify
4114,"hoy tocaba taper de arroz, entreno tarde y cero glamour que locura modo chill 🎮",#Tapas,cocina,cocina,deporte,True,short,medio,False,
4115,nadie me preparo para tema en bucle desde por la mañana; luego con el movil sin bateria y acabamos hablando de Spotify ✨,,musica,musica,,False,medium,medio,False,Spotify
4116,"hoy tocaba zapatillas en el maletero y plan de ultima hora, con una playlist random de fondo top",#Gym #Entreno,coches,coches,deporte,True,medium,medio,False,
4117,"plan improvisado: setup medio ordenado para variar, no pido mas",#twitch #oferta,videojuegos,videojuegos,,False,short,bajo,False,Twitch
4118,tema en bucle desde por la manana en bilbao con altavoz; tambien paseo por la costa xd 🍣,,musica,musica,playa,True,short,alto,False,
4119,"despues de mil vueltas, escapada a Sevilla con baño rapido, hotel lejos y caminata por la costa bro esto esta increible",#lunes #viajes,playa,playa,viajes,True,short,medio,False,
4120,"nadie me preparo para paseo por calas de Madrid despues de perder el bus del hotel, en modo desconectar god 🍣",#turismo #verano,viajes,viajes,playa,True,medium,bajo,False,Madrid
4121,Ryanair: caminata eterna por el centro y god JAJA 🧳,#travel #destino,viajes,viajes,,False,short,bajo,False,Ryanair
4122,"mini update: ruta larga con el BMW, maleta atras y cero ganas de llegar que locura JAJA 🎮",#Wanderlust,coches,coches,viajes,True,short,bajo,False,BMW
4123,"literalmente ruta larga con el bmw, maleta atras y cero ganas de llegar bro esto esta increible 🌊",#destino #cars #random,viajes,viajes,coches,True,short,alto,False,BMW
4124,road trip sin ruta cerrada; tambien calas pequenas sin cobertura,#Wanderlust #SinFiltros,viajes,viajes,playa,True,micro,bajo,False,
4125,bro plan improvisado: pachanga despues de clase entre risas y cero...,#fitness #aesthetic #entreno,deporte,deporte,,False,short,alto,False,
4126,mercedes: parking lleno y aun asi foto y 🍜,,coches,coches,,False,short,medio,False,Mercedes
4127,"viaje de finde para ver atardecer junto al mar en madrid, con el movil sin bateria que locura",#Sol,playa,playa,viajes,True,medium,bajo,False,Madrid
4128,"veterinario aparecio en el plan: perro mirando la comida con demasiada fe, sin filtros y con prisa, pelota incluido",#mascotas #mood,animales,animales,,False,medium,bajo,False,veterinario
4129,se tenia que decir si esto no es felicidad entonces nada viaje de finde para ver atardecer junto al mar en barcelona no pido mas 🌊,#Sol #Travel,viajes,viajes,playa,True,short,alto,False,
4130,literalmente postre demasiado dulce en Segovia con arroz; porque a veces sale bien sin pensarlo y asi si xd,#Receta #Trabajo,cocina,cocina,,False,medium,medio,False,
4131,"vibe de hoy: viaje en coche por la costa, gps perdido y cafe de gasolinera no pido mas ✨",#garaje#aventura,viajes,viajes,coches,True,short,alto,False,
4132,"mini update: chiringuito lleno pero la musica estaba increible, en plan tranquilo god",,playa,playa,musica,True,medium,bajo,False,
4133,vibe de hoy: atardecer en la costa y playlist de taylor swift en bucle me renta demasiado,#Sol #Concierto,playa,playa,musica,True,short,medio,False,Taylor Swift
4134,"domingo raro y deespues del entreno tocaba lavar el coche, con una playlist random de fondo 🏋️",#Cars,coches,coches,deporte,True,medium,bajo,False,
4135,"full stream de Xbox con playlist de Spotify y chat imposible, con el movil sin bateria top",,musica,musica,videojuegos,True,medium,medio,False,Spotify | Xbox
4136,random paseo largo para despejar en malaga con mochila; tambien directo que suena mejor de lo esperado,#fitness #friends #running,musica,deporte,musica,True,short,bajo,True,
4137,no puedo mas festival con demasiada gente en Lisboa con entrada; entre risas y cero cobertura y me renta demasiado 🚗,,musica,musica,,False,medium,medio,False,Lisboa
4138,nadie me preparo para restaurante pequeño encontrado de casualidad en Tenerife con tomate; entre risas y cero cobertura y no pido mas,#Chill,viajes,cocina,,False,medium,bajo,True,Tenerife
4139,vibe de hoy: hotel sencillo pero bien ubicado con gente buena,#Update,viajes,viajes,,False,short,bajo,False,
4140,nadie me preparo para atardecer en el paseo maritimo con ganas de repetir bro,#playa,playa,playa,,False,short,medio,False,
4141,Ryanair: caminata eterna por el centro y top,#viajes #friends,viajes,viajes,,False,short,bajo,False,Ryanair
4142,ramen: cena improvisada con lo que habia y asi si se tenia que decir 🎸...,#Casero,cocina,cocina,,False,short,medio,False,ramen
4143,Conseguir posibilidad josé hombre vivir tipos todo. link en bio oferta top no puedo mas,#Lunes,cocina,cocina,,False,outlier,alto,False,
4144,domingo raro y entreno con bizarrap en los auriculars y cero energia al final ns q decir jaja en bucle ✈️,#Pop,deporte,deporte,musica,True,short,medio,False,Bizarrap
4145,vibe de hoy: entreno corto pero intenso; luego sin filtros y con prisa y acabamos hablando de Champions; tambien parking lleno y aun asi foto 🌊,#workout,deporte,deporte,coches,True,medium,bajo,False,Champions
4146,"hoy tocaba vacaciones con musica, playa JAJA",#Viajes,viajes,viajes,playa,True,short,bajo,False,
4147,"tarde de chiringuito, asi si",#relax #domingo #mar,playa,playa,,False,short,medio,False,
4148,bizarrap: concierto que empezo tardde pero valio la pena y no JAJA,#temazo #friends,musica,musica,,False,short,medio,False,Bizarrap
4149,me desperte pensando en esto: directo que suena meejor de lo esperado entre risas y cero cobertura,#Update,musica,musica,,False,short,bajo,False,
4150,"hoy tocaba viaje en coche por la costa, gps perdido y cafe de gasolinera, con una playlist random de fondo que locura",#Travel #Update #Drive,coches,coches,viajes,True,medium,bajo,False,
4151,"playstation aparecio en el plan: modo carrera mientras suena musica de fondo, en modo desconectar, discord incluido",#twitch#top,videojuegos,videojuegos,,False,medium,medio,False,PlayStation | Twitch
4152,mini update: partido sufrido hasta el ultimo minuto; luego en plan tranquilo y acabamos hablando de Adidas,#Running #Update,deporte,deporte,,False,medium,bajo,False,Adidas
4153,"Fortnite aparecio en el plan: modo carrera mientras suena musica de fondo, mientras cae la tarde, discord incluido",#PlayStation,videojuegos,videojuegos,,False,medium,bajo,False,PlayStation | Fortnite
4154,hoy tocaba tarde de playa con Aitana sonando en un altavoz pequeno me renta demasiado,#temazo #chill,playa,playa,musica,True,short,bajo,False,Aitana
4155,"estoy living Cádiz aparecio en el plan: sol flojo pero planazo, en modo desconectar, camara incluido",#atardecer #mood #relax,playa,playa,,False,medium,bajo,False,Cádiz
4156,me desperte pensando en esto: escapada express con maleta pequeña; JAJA xd,#aventura #turismo,viajes,viajes,,False,medium,bajo,False,
4157,"Tokio aparecio en el plan: escapada express con maleta pequeña, con ganas de repetir, maleta incluido",#Viajes #Update,viajes,viajes,,False,medium,bajo,False,Tokio
4158,"mapa abierto y cero orientacion cerca de Gran Canaria. con una playlist randoom de fondo, Lisboa de fondo y no pido mas",#Aventura,viajes,viajes,,False,medium,alto,False,Lisboa
4159,mini update: ruta corta por carreteras secundarias con ganas de repetir estoy living ⚽,#drive,coches,coches,,False,short,bajo,False,
4160,"random si esto no es felicidad entonces nada partido del Champions con musica a tope antes de salir, sin planear demasiado que locura",#Concierto #Festival,deporte,deporte,musica,True,medium,alto,False,Champions
4161,no se como explicar esto pero sol flojo pero planazo; luego con el movil sin bateria y acabamos hablando de Benidorm!!!,#Relax,playa,playa,,False,medium,medio,False,Benidorm
4162,"me desperte pensando en esto: ruta larga con el Ferrari, maleta atras y cero ganas de llegar. No encaja perfecto en una sola categoria, porque mezcla viajes, coches y un poco de vida real. no pido mas 🎸",#turismo #motor #roadtrip #chill,viajes,viajes,coches,True,long,bajo,False,Ferrari
4163,"no se como explicar esto pero despues del entreno tocaba lvaar el coche, en plan tranquilo random pero necesario",#partido #futbol,coches,coches,deporte,True,medium,bajo,False,
4164,xd me desperte pensando en esto: modo carrera en Twitch mientras suena Quevedo de fondo!!!,#Live #Festival,musica,musica,videojuegos,True,short,alto,False,Quevedo | Twitch
4165,pachanga despues de clase en londres con boetlla...,#Partido,deporte,deporte,,False,short,medio,False,
4166,JAJA domingo raro...,#Calas,playa,playa,musica,True,short,medio,False,
4167,no se como explicar esto pero festival con demasiada gente en modo desconectar,#Spotify #Top #Urbano,musica,musica,,False,short,medio,False,Spotify
4168,"vibe de hoy: despues del entreno tocaba lavar el coche, despues de una semana eterna bro esto esta increible",,coches,coches,deporte,True,medium,bajo,False,
4169,mini update: stream de Twitch con playlist de Taylor Swift y chat imposible bro esto esta increible,#musica #temazo #sinfiltros,musica,musica,videojuegos,True,short,bajo,False,Taylor Swift | Twitch
4170,literalmente vuelo temprano con Bizarrap en bucle y cafe malo ns q decir JAJA,,viajes,viajes,musica,True,short,bajo,False,Bizarrap
4171,si esto no es felicidad entonces nada atardecer en la costa y playlist de Rosalia en bucle literalmente obsesionado,#calas #planazo,musica,musica,playa,True,micro,bajo,False,Rosalia
4172,literal no se como explicar esto pero toalla tirada en cualquier sitio; luego con ganas de repetir y acabamos hablando de Tenerife; tambien tren perdido por mirar el movil,#Cafe,playa,playa,viajes,True,medium,alto,False,Tenerife
4173,"mision secundaria mas interesante que la principal cerca de Maspalomas. sin planear demasiado, Valorant de fondo y ns q decir JAJA",#GTA #Vibes,videojuegos,videojuegos,,False,medium,bajo,False,Maspalomas | Valorant | GTA
4174,literalmente mesa compartida despues de caminar despues de una semana eterna 🎮,#planazo #tapas,cocina,cocina,,False,short,medio,False,
4175,"xd cena improvisada con lo que habia, random pero necesario",#Sabor,cocina,cocina,,False,micro,medio,False,
4176,"bro despues de mil vueltas, vuelo temprano con anuel en bucle y cafe malo literalmente obsesionado",#live #escapada #fyp,viajes,viajes,musica,True,micro,bajo,False,Anuel
4177,domingo raro y curvas suaves con musica de fondo en plan tranquilo,#Life #Racing,coches,coches,,False,short,bajo,False,
4178,estoy living Porsche: preuba de conduccion con lluvia y asi si 🐱,#garaje,coches,coches,,False,short,alto,False,Porsche
4179,maleta en Malaga. random pero necesario,#Viajes #Friends,viajes,viajes,,False,micro,medio,False,
4180,"plan improvisado: tarde de chiringuito, literalmente obessionado",#Mar,playa,playa,,False,short,medio,False,
4181,"mini update: toalla tirada en cualquier sitio en Amsterdam con altavoz. Primero parecia un plan normal, luego con ganas de repetir y acabamos diciendo que god",,playa,playa,,False,long,medio,False,Amsterdam
4182,"hoy tocaba mapa abierto y cero orientacion en Paris con billete. Primero parecia un plan normal, luego despues de una semana eterna y acabamos diciendo que literalmente obsesionado random",#escapada,viajes,viajes,,False,long,medio,False,Paris
4183,me renta si esto no es felicidad entonces nada festival en Tarifa con maleta pequeña y cero sueño top,#aventura #pop,musica,musica,viajes,True,short,medio,False,Tarifa
4184,"perro mirando la comida con demasiada fe en las palmas; habia cafe, algo de prisa y kiwoko saliendo en la conversacion. porque a veces sale bien sin pensarlo, bastante real todo; tambien tren perdido por mirar el movil literal 🐶",,animales,animales,viajes,True,long,alto,False,Kiwoko
4185,vibe de hoy: chiringuito lleno pero la musica estaba increible muy de hoy,#Pop #Spotify,musica,musica,playa,True,micro,bajo,False,Spotify
4186,"directo que suena mejor de lo esperado, literalmente obsesionado 😂",#concierto #planazo #spotify,musica,musica,,False,micro,medio,False,Spotify
4187,nadie me preparo para actualizacion rara pero trae cosas buenas; luego mientras cae la tarde y acabamos hablando de Valorant,#playstation #top,videojuegos,videojuegos,,False,medium,bajo,False,PlayStation | Valorant
4188,full literalmente postre demasiado dulce en modo desconectar,#Sabor,cocina,cocina,,False,short,medio,False,
4189,paseo largo para despejar con el...,#Gym,deporte,deporte,,False,short,alto,False,
4190,se tenia que decir roma: caminata eterna por el centro y que locura,#Viajes,viajes,viajes,,False,short,bajo,False,Roma
4191,me desperte pensando en esto: ruta hasta el estadio con camiseta del nike y lluvia que locura,#Entreno,coches,coches,deporte,True,short,medio,False,Nike
4192,si esto no es feicidad entonces nada...,#lunes #escapada,viajes,viajes,,False,micro,alto,False,
4193,plan improvisado: tren perdido por mirar el movil en modo desconectar 🍜,#mood,viajes,viajes,,False,short,medio,False,
4194,curvas suaves con musica de fondo en huesca con peaje,#racing #garaje,coches,coches,,False,short,bajo,False,
